"host_total_listings_count","host_has_profile_pic","host_identity_verified","accommodates","bedrooms","beds","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_days_since_joining","host_response_time_category","host_response_rate_percentage","host_acceptance_rate_percentage","host_is_superhost_filled","neighbourhood_grouped","dist_to_dt","property_type_grouped","entire_home_apt","bathrooms_numeric","security","essentials","kitchen_amenities","entertainment","bedroom_amenities","work","parking","toiletries","climate_control","convenience_features","price_numeric"
11,TRUE,TRUE,2,NA,1,1,365,1,1,4,5,1,4,TRUE,21,45,75,350,77,6,0,4.72,4.8,4.7,4.96,4.88,4.95,4.64,TRUE,7,1,2,4,0.79,4375,"within an hour",1,0.98,FALSE,"Others",2.61549942032392,"Private Room",FALSE,2.5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,66
3,TRUE,TRUE,5,2,3,30,1125,10,30,1125,1125,29,1125,TRUE,1,17,18,290,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,2930,"within a day",1,1,FALSE,"Asheville",0.472799347206918,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,108
3,TRUE,TRUE,2,NA,1,2,120,2,2,120,120,2,120,TRUE,21,51,81,356,163,10,0,4.74,4.86,4.67,4.95,4.95,4.93,4.77,FALSE,2,0,2,0,1.68,2983,"within a few hours",1,0.81,FALSE,"Asheville",2.54014917987835,"Private Room",FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,61
9,TRUE,TRUE,2,NA,1,1,90,1,2,90,90,1.4,90,TRUE,20,36,58,321,361,25,2,4.82,4.91,4.88,4.93,4.93,4.98,4.85,FALSE,9,0,9,0,3.71,3619,"within an hour",1,0.99,FALSE,"Asheville",0.448118053609141,"Private Room",FALSE,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,95
1,TRUE,TRUE,2,1,1,2,5,2,2,5,5,2,5,TRUE,16,38,68,68,149,25,4,4.94,4.97,4.99,4.99,4.99,4.91,4.88,FALSE,1,1,0,0,1.54,2926,"within an hour",1,1,TRUE,"Asheville",3.66042199405162,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89
1,TRUE,TRUE,4,1,1,30,1125,30,30,1125,1125,30,1125,TRUE,11,11,12,113,144,5,1,4.85,4.94,4.93,4.99,4.98,4.78,4.87,TRUE,1,1,0,0,1.5,2991,"within an hour",1,1,TRUE,"Asheville",0.561296302540022,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,65
1,TRUE,TRUE,5,2,2,2,14,2,2,14,14,2,14,TRUE,8,30,56,322,117,17,1,4.8,4.92,4.89,4.98,4.96,4.92,4.88,FALSE,1,1,0,0,1.23,2917,"within an hour",1,1,TRUE,"Asheville",2.70892670214149,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,125
1,TRUE,TRUE,2,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,10,34,64,337,443,46,3,4.95,4.93,4.96,5,4.99,4.86,4.9,TRUE,1,1,0,0,4.57,3442,"within an hour",1,1,TRUE,"Asheville",1.99794327806895,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,96
2,TRUE,TRUE,2,NA,1,2,1125,2,2,1125,1125,2,1125,TRUE,29,59,89,364,113,3,0,4.9,4.93,4.96,4.95,4.98,4.95,4.87,FALSE,1,0,1,0,1.17,3670,"N/A",NA,0.63,FALSE,"Asheville",3.02021633029408,"Private Room",FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,125
6,TRUE,TRUE,6,3,4,3,1125,3,5,29,1125,3.6,1050.6,TRUE,1,1,12,216,39,10,2,5,5,4.95,5,5,4.97,4.92,FALSE,3,3,0,0,0.75,3347,"within an hour",1,1,FALSE,"Arden",8.49049496512169,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,300
1,TRUE,TRUE,8,3,6,3,1125,3,3,1125,1125,3,1125,TRUE,0,0,0,0,76,0,0,4.62,4.69,4.61,4.92,4.76,4.62,4.74,FALSE,1,1,0,0,0.79,2909,"N/A",NA,NA,FALSE,"Asheville",5.84869596241239,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,95
7,TRUE,TRUE,2,1,1,5,180,5,5,180,180,5,180,TRUE,10,27,27,160,138,1,1,4.86,4.95,4.9,5,4.99,4.94,4.87,FALSE,3,3,0,0,1.44,4459,"within an hour",1,0.83,TRUE,"Asheville",2.96189191330924,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,103
7,TRUE,TRUE,4,NA,2,1,1125,1,1,1125,1125,1,1125,TRUE,0,0,0,0,182,7,0,4.8,4.88,4.69,4.96,4.97,4.86,4.91,FALSE,4,1,3,0,1.9,2904,"within an hour",0.93,0.76,FALSE,"Arden",8.9462263110451,"Private Room",FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,133
4,TRUE,TRUE,4,NA,2,1,14,1,1,1125,1125,1,1125,TRUE,6,12,21,235,854,126,13,4.92,4.96,4.93,4.98,4.98,4.98,4.83,TRUE,4,4,0,0,8.88,3154,"within an hour",1,1,TRUE,"Asheville",0.388807852715809,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,118
2,TRUE,FALSE,2,NA,1,2,14,2,2,14,14,2,14,TRUE,29,59,88,88,48,4,0,4.81,4.8,4.81,4.87,4.89,4.85,4.89,FALSE,1,0,1,0,0.59,3081,"within a few hours",1,0.73,FALSE,"Asheville",2.24718572945129,"Private Room",FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,70
3,TRUE,TRUE,4,2,2,21,31,3,21,31,31,20,31,TRUE,3,4,17,37,34,9,0,4.82,4.97,4.47,5,5,4.85,4.67,FALSE,2,2,0,0,0.36,3199,"within an hour",1,0.98,FALSE,"Asheville",0.780779187272978,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,225
6,TRUE,TRUE,4,2,2,5,1125,5,5,1125,1125,5,1125,TRUE,8,8,13,13,69,1,0,4.59,4.75,4.62,4.94,4.94,4.41,4.48,TRUE,1,1,0,0,0.72,2888,"within an hour",1,1,TRUE,"Asheville",1.99887189707979,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,175
1,TRUE,TRUE,2,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,9,32,52,52,393,28,2,4.9,4.96,4.98,4.99,4.98,4.95,4.89,FALSE,1,1,0,0,4.12,2885,"within an hour",1,1,FALSE,"Asheville",2.14776443276093,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,103
3,TRUE,TRUE,3,1,2,3,14,2,3,14,14,2.7,14,TRUE,12,30,60,334,340,12,1,4.85,4.92,4.91,4.92,4.81,4.82,4.87,FALSE,3,3,0,0,3.57,2880,"within an hour",1,1,TRUE,"Asheville",5.3319658767906,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,110
2,TRUE,TRUE,2,1,2,2,5,2,2,1125,1125,2,1125,TRUE,10,29,57,142,404,40,3,4.67,4.74,4.62,4.95,4.9,4.95,4.66,FALSE,2,2,0,0,4.25,2878,"within an hour",1,1,FALSE,"Asheville",2.54105633702798,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,98
4,TRUE,TRUE,7,3,3,2,1125,2,2,1125,1125,2,1125,TRUE,5,13,43,220,237,21,1,4.8,4.88,4.82,4.94,4.96,4.75,4.72,TRUE,1,1,0,0,2.51,2877,"within an hour",1,1,TRUE,"Asheville",5.1469155720884,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,286
2,TRUE,TRUE,2,1,1,1,45,1,1,1125,1125,1,1125,TRUE,0,0,0,0,142,0,0,4.89,4.91,4.88,4.97,4.94,4.92,4.67,FALSE,1,1,0,0,1.52,2877,"N/A",NA,NA,FALSE,"Asheville",2.55455040817606,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,214
3,TRUE,TRUE,2,1,1,2,7,2,2,1125,1125,2,1125,TRUE,0,0,0,0,319,30,1,4.94,4.97,4.98,4.97,4.97,4.92,4.93,FALSE,1,1,0,0,3.35,4014,"within an hour",1,1,TRUE,"Asheville",4.27852005907949,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,85
7,TRUE,TRUE,1,1,1,7,1125,7,7,1125,1125,7,1125,TRUE,12,42,72,162,105,4,0,4.9,4.91,4.83,4.99,4.99,4.88,4.88,FALSE,3,3,0,0,1.1,4459,"within an hour",1,0.83,TRUE,"Asheville",2.79830665915084,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91
1,TRUE,TRUE,3,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,18,39,63,227,233,47,1,4.81,4.9,4.85,4.96,4.96,4.91,4.78,TRUE,1,1,0,0,3.96,3318,"within an hour",1,1,TRUE,"Asheville",2.57115291649997,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93
4,TRUE,TRUE,1,1,3,30,1125,30,30,1125,1125,30,1125,TRUE,0,25,55,330,6,0,0,4.67,5,5,5,5,4.83,4.33,FALSE,3,3,0,0,0.06,3402,"within an hour",1,1,FALSE,"Asheville",1.76992732957379,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,62
4,TRUE,TRUE,10,3,5,30,90,2,30,90,90,22,90,TRUE,0,3,20,20,23,0,0,4.96,4.91,4.83,4.95,4.91,4.95,4.91,FALSE,3,3,0,0,0.24,3402,"within an hour",1,1,FALSE,"Asheville",1.86158663217692,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,500
4,TRUE,TRUE,2,2,2,28,1125,28,28,1125,1125,28,1125,TRUE,27,57,87,362,5,1,0,4.8,5,4.8,5,5,5,4.8,FALSE,3,3,0,0,0.05,3402,"within an hour",1,1,FALSE,"Asheville",1.86424071101292,"Entire Place",TRUE,1.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,82
2,TRUE,TRUE,2,1,1,1,1125,1,2,1125,1125,1.3,1125,TRUE,15,31,47,306,721,75,3,4.93,4.96,4.96,4.96,4.96,4.95,4.89,FALSE,2,2,0,0,7.63,2860,"within an hour",1,1,TRUE,"Asheville",0.299126048532087,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,112
3,TRUE,TRUE,4,2,2,60,180,60,60,180,180,60,180,TRUE,12,42,72,132,17,1,0,4.94,5,4.82,5,5,4.94,4.94,FALSE,1,1,0,0,0.18,2988,"within a few hours",1,0.96,TRUE,"Asheville",1.53702375929746,"Entire Place",TRUE,1.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,75
1,TRUE,TRUE,2,2,2,2,1125,2,2,1125,1125,2,1125,TRUE,1,12,14,15,9,5,0,5,5,4.89,5,4.89,5,4.89,TRUE,1,1,0,0,0.57,2853,"within an hour",1,1,TRUE,"Asheville",3.26123955009615,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,285
7,TRUE,TRUE,1,NA,1,30,1125,30,30,1125,1125,30,1125,TRUE,9,39,69,344,21,2,0,4.81,4.9,4.76,4.9,4.76,5,4.81,FALSE,4,1,3,0,0.23,4404,"within a few hours",1,0.92,FALSE,"Asheville",3.00640134031121,"Private Room",FALSE,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,60
1,TRUE,TRUE,8,4,5,2,1125,2,2,1125,1125,2,1125,TRUE,10,22,35,246,176,25,2,4.99,4.98,4.98,4.99,5,4.89,4.87,FALSE,1,1,0,0,1.88,3070,"within an hour",1,0.96,TRUE,"Asheville",0.0844502053468929,"Entire Place",TRUE,3.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,450
4,TRUE,TRUE,3,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,7,34,64,234,396,41,4,4.97,4.96,4.93,4.98,4.99,4.93,4.94,FALSE,1,1,0,0,4.18,2916,"within an hour",1,1,TRUE,"Asheville",2.93439647161706,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,103
4,TRUE,TRUE,4,2,2,4,1125,3,5,30,1125,4.4,1107.7,TRUE,7,31,41,278,26,8,1,4.92,4.88,4.88,4.92,4.85,4.92,4.77,FALSE,2,2,0,0,0.31,2862,"within an hour",1,0.93,TRUE,"Asheville",7.7621989408933,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,200
1,TRUE,TRUE,2,NA,1,2,1125,2,2,1125,1125,2,1125,TRUE,12,42,55,119,57,3,0,4.95,4.96,4.95,5,4.98,4.98,4.77,FALSE,1,0,1,0,0.61,3707,"N/A",NA,0.71,FALSE,"Asheville",2.82074310962498,"Private Room",FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,87
1,TRUE,TRUE,6,3,3,1,30,1,1,1125,1125,1,1125,TRUE,5,10,29,237,393,15,2,4.97,4.97,4.97,4.97,4.98,4.9,4.93,FALSE,1,1,0,0,4.19,2842,"within an hour",1,1,TRUE,"Asheville",4.58880735339077,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,199
1,TRUE,TRUE,8,4,5,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,4,183,50,10,0,4.84,4.84,4.71,4.98,4.96,4.92,4.71,FALSE,1,1,0,0,0.53,4155,"within a few hours",1,0.51,TRUE,"Asheville",1.5618554169739,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,396
1,TRUE,TRUE,1,NA,1,1,40,1,2,1125,1125,1.1,1125,TRUE,4,7,37,92,376,31,2,4.9,4.97,4.97,4.96,4.97,4.92,4.85,FALSE,1,1,0,0,4.02,2839,"within an hour",1,0.96,TRUE,"Asheville",0.861547033901499,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,68
3,TRUE,FALSE,2,NA,1,30,365,30,30,365,365,30,365,TRUE,0,28,58,148,6,1,0,5,4.8,5,5,5,5,5,FALSE,3,2,1,0,0.06,4265,"within an hour",1,0.8,FALSE,"Others",2.59419622017109,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,68
1,TRUE,TRUE,4,1,1,1,28,1,2,28,28,1.1,28,TRUE,23,53,81,171,555,50,0,4.87,4.94,4.96,4.97,4.96,4.93,4.8,FALSE,1,1,0,0,5.89,3153,"within an hour",1,0.89,TRUE,"Asheville",2.88913980106145,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93
2,TRUE,TRUE,5,2,2,1,1125,1,1,1125,1125,1,1125,TRUE,29,59,89,364,63,0,0,4.9,4.95,4.97,5,4.98,4.75,4.84,FALSE,1,1,0,0,0.67,2872,"within a day",0.67,0,FALSE,"Asheville",8.07825751358491,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,93
1,TRUE,TRUE,3,1,2,2,1125,1,2,1125,1125,2,1125,TRUE,8,19,36,147,248,69,6,4.96,4.96,4.95,4.99,5,4.94,4.93,TRUE,1,1,0,0,2.66,3256,"within an hour",1,1,TRUE,"Asheville",0.923323100462226,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,157
2,TRUE,TRUE,4,2,2,30,1125,30,30,1125,1125,30,1125,TRUE,27,39,51,309,201,1,0,4.78,4.88,4.74,4.98,4.98,4.86,4.81,TRUE,1,1,0,0,2.15,2992,"N/A",NA,1,FALSE,"Others",1.4836214988799,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,98
2,TRUE,TRUE,1,NA,1,30,61,30,30,61,61,30,61,TRUE,17,47,63,63,64,2,0,4.68,4.74,4.8,4.98,4.98,4.87,4.81,FALSE,1,1,0,0,0.69,3437,"N/A",NA,NA,FALSE,"Asheville",4.2654768601546,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,84
1,TRUE,TRUE,4,NA,2,1,10,1,2,1125,1125,1.3,1125,TRUE,0,0,0,53,230,13,1,4.95,4.95,4.96,4.99,4.99,4.9,4.95,FALSE,1,0,1,0,2.46,3025,"within an hour",1,1,FALSE,"Asheville",4.06013355561832,"Private Room",FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,73
3,TRUE,FALSE,2,1,2,2,10,2,2,10,10,2,10,TRUE,30,60,90,365,57,0,0,4.86,4.95,4.98,4.81,4.56,4.8,4.83,FALSE,2,1,1,0,0.62,2821,"N/A",NA,NA,FALSE,"Fletcher",10.9058892267387,"Other",FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,371
4,TRUE,TRUE,4,NA,2,2,1125,2,2,1125,1125,2,1125,TRUE,10,24,44,291,423,49,6,4.91,4.97,4.94,4.95,4.95,4.98,4.68,TRUE,3,3,0,0,4.55,2852,"within an hour",1,1,TRUE,"Asheville",0.144824056582556,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,240
2,TRUE,TRUE,2,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,10,38,62,315,270,25,2,4.98,4.99,4.99,4.99,5,4.95,4.94,FALSE,1,1,0,0,2.88,2819,"within an hour",1,1,TRUE,"Asheville",0.659742101592591,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,150
1,TRUE,TRUE,2,1,2,2,1125,2,2,1125,1125,2,1125,TRUE,12,28,49,288,180,18,3,5,4.99,4.99,4.99,5,4.99,4.95,TRUE,1,1,0,0,1.93,2817,"within an hour",1,1,TRUE,"Asheville",0.324178008975125,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,250
1,TRUE,TRUE,6,2,3,28,60,28,28,1125,1125,28,1125,TRUE,0,0,0,199,232,7,0,4.98,4.99,5,5,4.98,4.95,4.97,TRUE,1,1,0,0,2.69,2817,"within an hour",1,1,TRUE,"Asheville",2.03481239221289,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,70
2,TRUE,TRUE,6,1,2,3,1125,3,3,1125,1125,3,1125,TRUE,13,39,62,337,5,1,0,4.8,5,4.8,5,5,4.8,5,TRUE,1,1,0,0,0.14,2813,"within a day",0.5,1,FALSE,"Arden",9.24626186156008,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,234
2,TRUE,TRUE,4,1,3,1,30,1,3,30,30,1.4,30,TRUE,14,40,67,325,737,119,9,4.8,4.88,4.86,4.97,4.94,4.91,4.83,FALSE,1,1,0,0,7.89,3444,"within an hour",1,1,TRUE,"Asheville",0.918691677250199,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,108
1,TRUE,TRUE,5,2,2,2,1125,2,2,1125,1125,2,1125,TRUE,29,47,77,352,114,15,0,4.91,4.96,4.89,4.98,4.96,4.94,4.82,FALSE,1,1,0,0,1.22,4018,"N/A",NA,0.92,TRUE,"Asheville",2.30113391528771,"Entire Place",TRUE,1.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,165
2,TRUE,TRUE,5,2,3,1,10,1,1,10,10,1,10,TRUE,15,35,60,330,587,57,2,4.81,4.9,4.9,4.97,4.96,4.85,4.75,FALSE,2,2,0,0,6.37,2945,"within an hour",0.95,0.99,TRUE,"Asheville",0.647071060575709,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,128
1,TRUE,TRUE,2,1,1,1,1125,1,2,1125,1125,1.3,1125,TRUE,10,10,10,179,398,40,5,4.96,4.95,4.99,4.98,4.99,4.91,4.94,FALSE,1,1,0,0,4.29,2795,"N/A",NA,NA,TRUE,"Asheville",3.12270374931525,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,126
1,TRUE,FALSE,6,3,4,3,14,3,3,14,14,3,14,TRUE,7,18,25,259,3,0,0,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.03,2784,"within a few hours",1,1,FALSE,"Asheville",3.6724469616513,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,285
4,TRUE,TRUE,2,1,1,30,180,30,30,180,180,30,180,TRUE,23,29,59,59,153,2,0,4.84,4.92,4.85,4.89,4.86,4.99,4.82,FALSE,3,3,0,0,1.83,3673,"within a few hours",1,0.77,TRUE,"Asheville",0.337995876050329,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,90
16,TRUE,TRUE,7,4,4,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,0,322,37,0,4.89,4.93,4.79,4.98,4.99,4.94,4.9,FALSE,1,1,0,0,3.71,3008,"within an hour",1,0.99,TRUE,"Others",5.56269267202245,"Entire Place",TRUE,3.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,179
1,TRUE,TRUE,4,1,1,3,180,3,3,180,180,3,180,TRUE,0,0,0,108,81,10,0,4.94,4.98,4.88,4.98,4.98,4.96,4.84,FALSE,1,1,0,0,0.92,2754,"N/A",NA,1,TRUE,"Others",0.149093928872509,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,230
1,TRUE,TRUE,2,NA,1,2,10,2,2,10,10,2,10,TRUE,21,51,78,254,59,14,2,4.98,4.95,4.9,4.97,5,4.97,4.97,FALSE,1,0,1,0,0.95,2748,"within an hour",1,1,FALSE,"Asheville",1.83058313068225,"Private Room",FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,99
4,TRUE,FALSE,4,NA,2,2,14,2,2,14,14,2,14,TRUE,4,10,16,232,276,51,4,4.77,4.81,4.59,4.89,4.82,4.83,4.78,FALSE,3,3,0,0,3.04,2746,"within a few hours",1,0.98,TRUE,"Asheville",3.94131192488664,"Non-Traditional",TRUE,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,124
4,TRUE,TRUE,2,1,1,30,180,30,30,180,180,30,180,FALSE,0,0,0,0,12,0,0,4.67,4.83,4.42,5,5,4.5,4.75,FALSE,1,1,0,0,0.16,3010,"N/A",NA,NA,FALSE,"Asheville",2.20212178084585,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60
2,TRUE,TRUE,2,1,3,3,1125,3,3,1125,1125,3,1125,TRUE,20,33,63,63,252,48,3,4.91,4.92,4.97,4.95,4.94,4.98,4.94,FALSE,2,2,0,0,2.93,3694,"within an hour",1,0.97,TRUE,"Asheville",3.90452527191429,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,134
1,TRUE,TRUE,2,1,1,3,30,3,3,30,30,3,30,TRUE,4,7,26,194,25,5,2,4.92,4.88,4.75,4.79,4.67,4.92,4.71,FALSE,1,1,0,0,0.28,2727,"within a few hours",1,0.7,FALSE,"Others",0.386551392216186,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,249
1,TRUE,FALSE,2,1,1,3,30,3,3,30,30,3,30,TRUE,7,15,42,268,182,19,2,4.89,4.91,4.96,4.99,4.99,4.93,4.92,FALSE,1,1,0,0,2.12,3420,"within a few hours",1,0.82,TRUE,"Woodfin",3.11866274581941,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,115
2,TRUE,TRUE,2,NA,1,2,21,2,2,1125,1125,2,1125,TRUE,27,57,84,174,323,19,0,4.98,4.98,4.98,4.98,4.99,4.98,4.95,FALSE,1,0,1,0,3.58,4299,"within an hour",1,0.92,FALSE,"Asheville",0.305527322425006,"Private Room",FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,126
2,TRUE,TRUE,2,1,1,2,60,2,2,60,60,2,60,TRUE,29,59,86,345,144,18,0,4.95,4.95,4.97,4.93,4.98,4.98,4.84,TRUE,2,2,0,0,1.63,3030,"within an hour",1,1,TRUE,"Asheville",0.113208176363713,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,311
